LogOfAreas,Log_X_Index,Outside_X_Index,Pixels_Areas,X_Perimeter,Sum_of_Luminosity,Length_of_Conveyer,SigmoidOfAreas,Minimum_of_Luminosity,Edges_Index,Fault_Type
2.7259,1.3802,0.0142,532,52,58088,1687,0.9071,97,0.7322,Healthy
2.9708,1.1461,0.0101,926,104,104560,1322,0.9999,114,0.4019,Dirtiness
2.1847,1.5185,0.0195,153,44,17756,1356,0.6678,104,0.5678,Z_Scratch
2.2923,1.0792,0.0071,198,28,15316,1364,0.4763,40,0.2588,Z_Scratch
2.3284,1.1139,0.0095,213,37,23587,1372,0.767,63,0.0325,Pastry
3.7977,2.1644,0.1043,6294,175,616343,1358,1.0,39,0.0574,K_Scatch
2.0128,1.0,0.0074,103,21,12773,1364,0.3834,92,0.0355,Dirtiness
1.5441,0.9031,0.0047,35,9,4304,1687,0.1773,115,0.6386,Healthy
2.1038,1.1761,0.011,127,20,118631,1364,0.3285,65,0.8838,Other_faults
3.5933,2.2455,0.1333,3920,310,407966,1358,1.0,40,0.0574,K_Scatch
0.8451,0.7782,0.0044,6,5,718,1358,0.14,120,0.7287,Stains
1.2305,0.699,0.0035,17,5,2157,1360,0.1322,111,0.7393,Stains
2.0453,1.1139,0.0096,111,19,12602,1360,0.2914,96,0.8667,Other_faults
2.0334,1.0792,0.0071,108,16,12235,1690,0.2739,92,0.7665,Other_faults
1.2305,0.7782,0.0044,17,9,2198,1358,0.1449,120,0.5552,Stains
4.062,2.1987,0.1129,11542,754,1442027,1400,1.0,37,0.0586,K_Scatch
2.3944,1.0792,0.0071,248,15,22134,1688,0.6514,59,0.0532,Pastry
1.5051,0.9542,0.0053,32,13,4304,1690,0.1773,93,0.6316,Bumps
2.1553,0.9031,0.0059,143,21,16548,1362,0.3359,92,0.9003,Dirtiness
1.7993,0.8451,0.0052,63,13,7281,1356,0.1892,107,0.0237,Z_Scratch
1.8195,1.0414,0.0065,66,12,9037,1387,0.1934,158,0.7694,Other_faults
4.1567,2.243,0.1252,14963,779,1734628,1398,1.0,25,0.0558,K_Scatch
2.4728,1.1139,0.0095,297,34,34779,1354,0.7512,95,0.3171,Healthy
2.7528,1.3617,0.0136,563,51,58157,1687,0.9831,62,0.3338,Pastry
2.7259,1.1461,0.0083,549,73,62823,1358,0.9992,97,0.071,Z_Scratch
3.7989,2.1959,0.1158,6277,242,647595,1358,1.0,40,0.0604,K_Scatch
1.716,0.8451,0.0051,52,9,6167,1710,0.1822,87,0.2129,Other_faults
1.7781,1.0792,0.0071,60,15,6100,1687,0.1852,91,0.2482,Bumps
1.9345,1.0,0.0073,86,13,8701,1373,0.215,95,0.0441,Dirtiness
2.415,1.0414,0.0066,270,38,37820,1687,0.7955,58,0.0,Bumps
1.8692,0.9031,0.0048,74,9,7555,1650,0.1687,86,0.0325,Bumps
2.1761,0.8451,0.0052,150,19,16849,1354,0.4089,108,0.0325,Dirtiness
1.6902,1.0,0.0074,49,20,6593,1658,0.2061,111,0.1231,Bumps
3.0394,1.0414,0.0081,1176,109,118187,1364,1.0,48,0.0369,Pastry
2.6222,1.1761,0.0111,419,25,36600,1353,0.965,76,0.0948,Bumps
2.3054,0.9542,0.0066,202,9,22484,1394,0.556,97,0.7426,Healthy
2.1367,0.9542,0.0053,137,35,16669,1626,0.5659,84,0.243,Pastry
2.0212,0.9031,0.0059,105,9,12615,1353,0.2901,109,0.0265,Healthy
2.1614,0.9031,0.0059,145,16,14809,1687,0.3197,89,0.0071,Pastry
1.8325,1.0,0.0059,68,14,6811,1358,0.2051,101,0.2227,Z_Scratch
1.2553,0.8451,0.0052,18,7,2310,1360,0.1441,107,0.7158,Stains
1.7482,0.9542,0.0066,56,12,5729,1356,0.2195,61,0.6631,Other_faults
3.8461,2.248,0.1303,7017,288,723789,1358,1.0,36,0.2813,K_Scatch
2.9445,1.1139,0.0096,884,25,80541,1364,0.9996,95,0.9106,Dirtiness
4.093,2.1818,0.1086,12388,636,1431766,1400,1.0,35,0.0586,K_Scatch
3.1861,1.3222,0.0153,1470,187,150413,1374,1.0,101,0.2324,Other_faults
2.0682,1.0792,0.0071,117,13,12693,1687,0.2901,76,0.8442,Other_faults
1.415,0.7782,0.0044,26,8,3431,1356,0.1449,104,0.6451,Stains
2.8932,1.0792,0.0088,784,61,81625,1364,0.9969,111,0.9091,Dirtiness
1.8389,1.0414,0.0081,69,13,7659,1356,0.2051,86,0.2537,Other_faults
3.836,2.243,0.1289,6653,302,693100,1358,1.0,36,0.0574,K_Scatch
3.8064,2.238,0.1274,6404,260,660910,1358,1.0,43,0.0574,K_Scatch
1.2305,0.9542,0.0068,17,10,18052,1686,0.1773,89,0.7094,Healthy
2.356,0.9542,0.0065,227,27,23706,1376,0.385,86,0.7709,Pastry
3.8247,2.233,0.1259,6381,216,635678,1358,1.0,43,0.0604,K_Scatch
2.1004,1.0414,0.0081,126,12,14838,1364,0.2469,95,0.8909,Dirtiness
1.9085,1.3424,0.0161,81,32,10675,1364,0.2432,120,0.0279,Healthy
2.0086,1.3617,0.0136,102,28,12705,1360,0.417,105,0.2178,Other_faults
2.5551,1.2041,0.0097,359,42,37200,1664,0.9254,68,0.1102,Pastry
1.7781,1.301,0.0147,60,12,6027,1366,0.1852,96,0.7689,Bumps
1.2041,0.9031,0.0059,16,12,2069,1362,0.1417,113,0.5552,Stains
1.7708,1.0,0.0059,59,11,7104,1656,0.215,97,0.8502,Other_faults
1.6902,1.2787,0.0112,49,23,61342,1658,0.2007,116,0.3658,Dirtiness
1.8325,0.9542,0.0066,68,12,7990,1360,0.2061,81,0.8763,Bumps
2.1461,1.0,0.0073,140,18,16020,1373,0.3068,84,0.0047,Pastry
1.9138,0.699,0.0037,82,15,7451,1353,0.2083,73,0.0369,Other_faults
1.9445,1.3424,0.0162,88,23,10838,1356,0.2482,107,0.7156,Healthy
3.5097,1.3979,0.0185,3234,211,380538,1360,1.0,104,0.1608,Healthy
1.716,0.9542,0.0066,52,12,7551,1360,0.1954,115,0.8468,Stains
4.3245,2.3424,0.1569,21110,1022,2554885,1400,1.0,21,0.0586,K_Scatch
2.8228,2.1644,0.1043,665,231,650853,1362,1.0,119,0.9164,Healthy
1.2305,0.7782,0.0044,17,9,2167,1360,0.1353,109,0.1735,Stains
2.8802,1.3617,0.0166,653,61,73236,1353,0.9997,91,0.5205,Z_Scratch
1.2041,0.7782,0.0044,16,6,1990,1358,0.2018,112,0.8297,Stains
3.3239,2.1959,0.1154,2108,210,246168,1356,1.0,40,0.0575,K_Scatch
3.2634,2.1399,0.0184,1857,907,239860,1400,1.0,28,0.0014,Healthy
1.8389,0.9542,0.0066,69,13,7882,1373,0.2408,98,0.4686,Bumps
2.9978,1.3802,0.0142,995,146,110993,1664,1.0,111,0.6584,Healthy
2.1903,0.7782,0.0044,155,12,16085,1358,0.33,105,0.0443,Dirtiness
2.1367,0.9031,0.0059,137,21,16692,1362,0.2901,115,0.0443,Dirtiness
2.2504,1.0414,0.0081,178,21,17592,1362,0.3494,95,0.7463,Dirtiness
1.2041,0.9031,0.0059,16,9,2076,1356,0.1417,107,0.2322,Stains
3.8301,2.248,0.1303,6763,263,706929,1358,1.0,38,0.0574,K_Scatch
2.7566,1.1461,0.0103,571,61,61753,1360,0.9998,102,0.7931,K_Scatch
1.8261,0.8451,0.0052,67,11,8193,1356,0.1862,99,0.6941,Bumps
1.8451,1.0792,0.0071,70,15,6135,1692,0.2018,93,0.3827,Bumps
2.0212,0.9542,0.0053,105,15,6557,1692,0.3241,48,0.0293,Pastry
3.7989,2.2504,0.1311,6185,333,640970,1358,1.0,45,0.2231,K_Scatch
3.9968,2.248,0.0994,9183,788,1098162,1400,1.0,27,0.0557,K_Scatch
0.7782,0.9031,0.0059,6,10,718,1356,0.14,116,0.9003,Stains
2.1523,1.2787,0.0111,143,22,14757,1353,0.4399,86,0.0486,Z_Scratch
1.9085,0.9542,0.0055,81,12,9522,1652,0.2942,109,0.4031,Other_faults
2.0294,0.9031,0.0047,107,13,12094,1362,0.3601,109,0.4576,Pastry
3.8139,2.243,0.1289,6515,279,684236,1358,1.0,36,0.0604,K_Scatch
1.7324,0.9031,0.0058,54,9,5418,1387,0.1852,92,0.659,Healthy
2.0334,1.1461,0.0103,108,21,11748,1360,0.2432,78,0.1495,K_Scatch
1.0792,0.699,0.0037,12,5,1504,1356,0.1322,111,0.9144,Stains
1.2041,1.4314,0.0199,16,28,2025,1358,0.1551,120,0.5638,Stains
2.2279,0.9031,0.0047,169,14,18067,1688,0.2288,87,0.6839,Pastry
3.7989,2.248,0.1303,6282,257,668126,1358,1.0,38,0.0604,K_Scatch
1.7482,0.7782,0.0035,56,8,5369,1694,0.1892,84,0.9279,Pastry
3.7787,2.233,0.1259,5933,274,654358,1358,1.0,43,0.0604,K_Scatch
1.2305,0.9542,0.0066,17,10,2181,1358,0.1773,111,0.8982,Stains
4.093,2.1818,0.1086,12509,622,1456542,1400,1.0,33,0.0586,K_Scatch
2.0934,1.1761,0.0088,125,15,11804,1364,0.2288,78,0.1641,Bumps
2.7672,1.4472,0.0166,585,29,63194,1387,0.9992,68,0.0,Pastry
1.0792,0.8451,0.005,12,8,1333,1358,0.1262,102,0.7894,Stains
2.1644,1.0,0.0074,146,25,14605,1352,0.4009,104,0.4106,Other_faults
1.2305,0.699,0.0037,17,5,2274,1358,0.1322,113,0.9061,Stains
3.7928,2.233,0.1268,6206,257,618605,1356,1.0,39,0.0605,K_Scatch
2.2253,1.1139,0.0077,168,19,15121,1687,0.2914,61,0.4763,Other_faults
2.3201,1.0792,0.0088,209,24,20262,1373,0.4057,76,0.0189,Dirtiness
3.6708,2.1761,0.0887,4881,163,454421,1362,1.0,119,0.0822,K_Scatch
1.9243,0.9031,0.0047,84,12,8948,1687,0.2195,70,0.0024,Pastry
2.0334,1.0792,0.0071,108,28,11382,1690,0.2914,67,0.0338,Other_faults
2.1173,0.9031,0.0059,130,18,14727,1364,0.3882,108,0.9377,Dirtiness
2.2765,1.0,0.0074,189,21,18674,1356,0.4366,81,0.0355,Bumps
2.5809,1.5911,0.0287,381,42,348957,1694,0.9172,103,0.7974,Bumps
1.8325,0.699,0.0037,68,8,7873,1358,0.1753,110,0.0325,Dirtiness
1.2305,0.699,0.0037,17,8,2127,1358,0.1292,113,0.7618,Stains
1.3617,0.7782,0.0043,23,9,3479,1358,0.14,118,0.6576,Stains
1.716,0.9031,0.0058,52,9,8857,1387,0.1852,123,0.6304,K_Scatch
2.2787,0.9542,0.0066,188,17,19139,1358,0.417,99,0.1429,Dirtiness
2.6149,1.5911,0.0287,415,79,648220,1354,0.9932,123,0.0972,Other_faults
1.7924,1.0,0.0074,62,16,6578,1352,0.2018,111,0.0638,Bumps
3.8235,2.243,0.1291,6185,234,684236,1358,1.0,43,0.0604,K_Scatch
2.0756,0.9542,0.0054,119,9,1542,1354,0.2253,103,0.0192,Z_Scratch
2.9708,1.1139,0.0096,949,65,89508,1353,0.9998,65,0.1047,Healthy
3.8176,2.2529,0.1293,6294,283,672664,1356,1.0,40,0.0575,K_Scatch
4.0573,2.1931,0.1114,11809,617,1303229,1400,1.0,38,0.0557,K_Scatch
4.1445,2.1761,0.107,13946,596,1635177,1402,1.0,33,0.0556,K_Scatch
2.8722,1.1139,0.0096,745,92,89110,1402,0.9998,119,0.6405,Dirtiness
2.0374,1.1139,0.0077,109,13,11562,1688,0.2432,71,0.8789,Bumps
1.9191,1.0792,0.0088,83,14,9452,1360,0.1892,112,0.2056,Other_faults
1.8325,1.0,0.0074,68,20,7836,1356,0.2195,108,0.0736,Z_Scratch
2.0453,1.0414,0.0065,111,13,9458,1690,0.2432,77,0.1226,Bumps
2.2878,0.7782,0.0044,192,31,24070,1364,0.7933,106,0.1812,Dirtiness
2.8482,1.0,0.0074,657,19,61966,1373,0.2942,96,0.4985,Pastry
1.5911,0.9031,0.0059,39,10,4561,1356,0.1773,128,0.2293,Stains
3.3915,1.4314,0.0195,2463,49,292575,1346,0.8756,113,0.2183,Healthy
1.8513,0.699,0.0037,71,7,8532,1356,0.1892,110,0.6623,Healthy
1.2041,0.9031,0.0059,16,12,2069,1362,0.1417,113,0.5552,Stains
1.7404,0.8451,0.005,55,9,11255,1387,0.1622,159,0.8818,Healthy
2.2624,1.1139,0.0095,183,25,25181,1364,0.4465,118,0.7974,Dirtiness
3.7989,2.1847,0.1127,6185,216,637883,1358,1.0,47,0.0604,K_Scatch
1.9191,1.0414,0.0065,83,15,8193,1684,0.2173,89,0.1688,Bumps
1.5315,1.0,0.0074,34,9,4385,1358,0.2051,113,0.7718,Pastry
1.716,0.9542,0.0066,52,9,6293,1358,0.1773,102,0.8793,Stains
1.8921,1.1461,0.0103,78,14,9016,1358,0.257,77,0.7709,Z_Scratch
2.0607,0.8451,0.0041,115,18,12912,1387,0.3678,108,0.6995,Pastry
2.0128,1.0,0.0074,103,20,10680,1362,0.3197,118,0.3632,Dirtiness
1.9243,1.0,0.0059,84,16,11998,1690,0.2288,91,0.7033,Bumps
2.1903,1.2305,0.0125,155,24,15848,1362,0.6514,92,0.0369,Z_Scratch
2.1004,1.0792,0.0087,126,9,14312,1374,0.2288,101,0.0586,Healthy
2.42,1.2305,0.0125,263,23,24807,1354,0.632,93,0.4088,Z_Scratch
1.5441,0.7782,0.0044,35,6,4998,1358,0.1449,107,0.9106,Stains
2.5024,1.6128,0.0294,318,40,39987,1354,0.9048,114,0.1162,Z_Scratch
2.5866,1.3222,0.0154,383,79,39648,1353,0.9998,89,0.2482,Bumps
1.9912,1.0414,0.0066,98,18,10137,1356,0.257,81,0.1111,Z_Scratch
1.5911,0.7782,0.0044,39,6,4277,1360,0.2018,118,0.7778,Other_faults
3.2388,1.4914,0.0228,1733,206,185716,1362,1.0,92,0.9076,Dirtiness
2.1673,1.301,0.0147,147,25,16975,1354,0.7281,114,0.0,Z_Scratch
3.7746,2.179,0.1127,5786,235,590664,1358,1.0,42,0.0574,K_Scatch
2.8651,1.0792,0.0071,733,83,81625,1687,0.998,97,0.9106,Dirtiness
1.7781,1.0,0.0059,60,15,6761,1652,0.2061,77,0.1593,Healthy
2.3766,1.3424,0.0161,238,33,28711,1360,0.7065,122,0.6283,Healthy
2.0374,1.0414,0.0066,109,16,14076,1353,0.2532,109,0.2183,Dirtiness
2.1004,1.2041,0.0118,126,36,18654,1358,0.4025,119,0.1182,Bumps
2.1553,1.0792,0.0087,143,9,14742,1373,0.3068,84,0.9779,Dirtiness
2.3385,1.1761,0.0111,217,17,22198,1352,0.5329,105,0.9083,Z_Scratch
2.3075,1.1461,0.0102,201,25,35308,1353,0.417,195,0.2672,Other_faults
3.7977,2.243,0.1291,6294,247,618937,1356,1.0,43,0.0574,K_Scatch
2.301,1.1461,0.0083,200,24,18625,1686,0.633,72,0.0059,Healthy
1.8195,1.0,0.0059,66,11,6634,1690,0.2061,78,0.1116,Pastry
1.2041,0.699,0.0037,16,6,2028,1360,0.1852,109,0.8809,Stains
1.2305,0.8451,0.0052,17,7,2127,1356,0.1499,97,0.7882,Stains
1.2305,0.7782,0.0044,17,7,2267,1358,0.14,105,0.8792,Other_faults
3.6443,2.2553,0.075,4487,251,440970,1358,1.0,41,0.0633,K_Scatch
3.7977,2.1959,0.1156,6227,207,645839,1358,1.0,42,0.0604,K_Scatch
2.7903,1.1761,0.0089,677,75,67978,1692,0.9993,87,0.6613,Dirtiness
2.3117,1.1139,0.0077,205,18,21556,1688,0.5822,67,0.4865,Healthy
2.3483,1.0792,0.0088,223,32,25231,1362,0.4729,119,0.4493,Other_faults
2.0453,1.0,0.0074,111,15,12919,1360,0.266,111,0.7338,Other_faults
2.8162,1.3222,0.0155,665,43,71130,1356,0.9999,99,0.2482,Z_Scratch
1.3424,0.7782,0.0044,22,8,2633,1358,0.1449,117,0.979,Stains
2.1239,1.0414,0.0065,133,26,17707,1688,0.3494,103,0.2625,Healthy
1.7993,1.1461,0.0083,63,15,7286,1692,0.1852,113,0.0353,Other_faults
2.8549,0.9542,0.0066,716,47,67597,1362,0.9997,90,0.0325,Dirtiness
2.0682,1.0414,0.0081,117,15,12587,1358,0.2583,89,0.8706,Bumps
2.4014,1.5051,0.0236,252,37,25309,1358,0.8123,48,0.1212,Z_Scratch
2.7993,1.0792,0.0088,630,33,62357,1360,0.9998,63,0.7406,Healthy
1.6902,0.9031,0.0047,49,12,10618,1690,0.1696,168,0.4091,Healthy
3.8012,2.2304,0.1254,6763,295,689961,1356,1.0,40,0.0605,K_Scatch
1.9191,1.0792,0.0071,83,14,8915,1688,0.2739,65,0.1111,Bumps
2.0253,1.2787,0.0111,106,28,11973,1354,0.4399,95,0.0148,Z_Scratch
2.1553,1.3617,0.0169,143,33,26197,1360,0.5063,121,0.1496,Other_faults
2.2648,0.9031,0.0058,184,57,21321,1362,0.3359,98,0.9102,Z_Scratch
0.7782,0.7782,0.0044,6,5,718,1358,0.1322,111,0.8571,Stains
1.8865,0.8451,0.0052,77,16,8995,1354,0.2195,99,0.0353,Bumps
1.5441,0.9542,0.0066,35,12,4108,1358,0.1687,122,0.1252,Stains
2.4314,1.1139,0.0096,270,35,348957,1362,0.8705,101,0.6483,Dirtiness
2.0607,0.9542,0.0066,115,30,11804,1688,0.3359,86,0.0605,Healthy
1.7404,0.9031,0.0047,55,12,7202,1690,0.266,102,0.0047,Other_faults
1.9956,1.0792,0.0071,99,12,6902,1624,0.2018,79,0.6516,Pastry
2.0934,1.0792,0.0071,125,15,12367,1696,0.463,99,0.2461,Pastry
2.8965,1.1139,0.0096,784,67,83708,1353,0.9997,61,0.8532,Healthy
2.0414,1.2041,0.0118,110,28,9247,1354,0.374,73,0.0,Z_Scratch
1.9823,0.9031,0.0059,96,13,6702,1692,0.2018,75,0.0059,Other_faults
2.0043,0.9542,0.0065,101,9,17388,1387,0.2051,158,0.732,K_Scatch
3.3962,1.0,0.0073,2490,59,198389,1362,1.0,55,0.9361,Dirtiness
2.1614,1.3617,0.0136,146,38,17592,1354,0.5063,115,0.5809,Bumps
1.9085,1.3802,0.0177,81,28,10024,1360,0.2408,114,0.6166,Other_faults
2.3617,0.9542,0.0066,230,35,20570,1353,0.6514,85,0.0739,Dirtiness
2.0453,0.8451,0.0043,111,11,12792,1648,0.3663,99,0.7385,Pastry
2.2577,0.8451,0.0051,181,19,17250,1366,0.3977,89,0.3123,Other_faults
2.1303,1.0414,0.0081,135,20,14533,1352,0.3464,77,0.075,Z_Scratch
2.1673,1.1461,0.0103,147,18,15517,1353,0.4089,97,0.1215,Z_Scratch
2.0682,1.4914,0.0228,117,44,13961,1360,0.9999,49,0.0573,K_Scatch
0.7782,0.4771,0.0029,6,4,718,1358,0.1292,104,0.4686,Stains
2.0864,0.9031,0.0049,122,11,15923,1630,0.2901,91,0.2408,Pastry
2.4232,1.0792,0.0088,265,38,26849,1364,0.7822,86,0.9337,Dirtiness
2.3263,0.9031,0.0059,212,18,21031,1362,0.4106,75,0.7628,Pastry
3.7989,2.238,0.1276,6277,212,654634,1358,1.0,40,0.0604,K_Scatch
2.1399,0.9031,0.0048,138,15,15073,1658,0.3168,95,0.3174,Pastry
2.2878,0.8451,0.0052,194,35,24156,1353,0.4399,110,0.6584,Dirtiness
2.0374,1.0,0.0059,109,11,12587,1358,0.2792,113,0.0648,Bumps
1.7993,0.8451,0.0052,63,13,7281,1356,0.1892,107,0.0237,Z_Scratch
3.836,2.243,0.1289,6855,275,723207,1358,1.0,38,0.0604,K_Scatch
1.5315,0.9542,0.0066,34,8,4108,1358,0.1659,128,0.9213,Dirtiness
2.4885,1.0792,0.0089,308,41,22991,1353,0.7933,48,0.9361,Healthy
3.7977,2.238,0.1276,6293,276,694353,1358,1.0,42,0.0604,K_Scatch
2.4624,1.0792,0.0074,291,34,28711,1666,0.8612,43,0.7287,Pastry
1.2041,0.699,0.0037,16,8,2034,1358,0.1322,111,0.8118,Stains
2.3181,1.1461,0.0102,206,23,25181,1362,0.3882,95,0.9004,Bumps
3.9812,2.1584,0.1059,9576,639,991612,1402,1.0,35,0.5184,K_Scatch
0.7782,0.7782,0.0044,6,5,718,1358,0.1322,111,0.8571,Stains
2.2095,1.1139,0.0096,162,27,16873,1358,0.4763,96,0.0862,Pastry
1.7482,1.3222,0.0155,56,29,60260,1364,0.2469,109,0.9164,Healthy
2.0569,1.3802,0.0176,114,30,13173,1358,0.3241,114,0.2767,Stains
2.3263,1.2041,0.0118,212,24,21321,1354,0.5659,82,0.0146,Z_Scratch
2.8998,1.1139,0.0096,706,43,77840,1360,0.9985,68,0.7322,Pastry
1.9191,1.0,0.0059,83,11,8542,1626,0.1954,77,0.4433,Z_Scratch
2.4955,1.2305,0.0126,314,35,37703,1392,0.8355,106,0.7709,K_Scatch
1.3222,0.7782,0.0044,20,7,2683,1358,0.14,111,0.8838,Stains
2.7292,1.1139,0.0095,528,43,60109,1372,0.9809,79,0.1313,Dirtiness
1.2553,0.7782,0.0044,18,6,2280,1358,0.1262,112,0.8903,Healthy
2.1761,1.0,0.0074,148,17,16420,1362,0.2901,107,0.4061,Other_faults
2.1461,1.0792,0.0071,140,15,14610,1687,0.3977,64,0.8897,Pastry
3.8019,2.2529,0.1318,6532,344,685717,1358,1.0,46,0.0633,K_Scatch
2.699,1.0414,0.0081,500,56,49038,1360,0.9996,64,0.0722,Dirtiness
1.8129,0.9542,0.0067,65,10,8246,1654,0.1773,91,0.9063,Other_faults
2.2095,1.2305,0.0126,162,48,16441,1353,0.8153,97,0.2533,Bumps
3.7989,2.233,0.1274,6239,316,654358,1358,1.0,43,0.0604,K_Scatch
2.5441,1.5911,0.0288,350,42,46972,1360,0.976,119,0.7515,Bumps
2.1614,0.9031,0.0059,145,18,14260,1358,0.4465,84,0.2661,Pastry
1.7781,0.9031,0.0047,60,11,5267,1624,0.1852,81,0.1227,Bumps
2.5575,0.7782,0.0035,359,17,348957,1650,0.8355,77,0.0325,Other_faults
2.6474,1.5185,0.0243,444,109,69258,1358,0.9981,107,0.2279,Z_Scratch
2.1703,0.9542,0.0066,148,20,14298,1353,0.3068,86,0.6921,Healthy
2.4048,1.1461,0.0086,254,28,28906,1614,0.7254,92,0.0796,Pastry
1.5441,1.3617,0.0139,35,22,4606,1650,0.1706,109,0.8395,Healthy
2.749,1.1139,0.0095,527,25,60109,1364,0.9831,68,0.8473,Bumps
2.3636,1.1139,0.0096,231,35,23155,1354,0.4729,77,0.6162,Z_Scratch
2.1367,0.7782,0.0044,136,14,15526,1360,0.3601,107,0.5205,Other_faults
1.7853,1.2041,0.0118,61,17,7588,1362,0.2469,84,0.8399,Stains
1.2305,0.7782,0.0044,17,9,2167,1360,0.1353,109,0.1735,Stains
4.0724,2.238,0.1238,11875,657,1375431,1398,1.0,32,0.0556,K_Scatch
1.8261,0.9542,0.0066,67,10,6682,1360,0.2061,80,0.9279,Pastry
2.7101,0.9542,0.0054,513,23,36600,1692,0.9718,24,0.0434,Other_faults
2.0212,0.7782,0.0044,105,28,13961,1352,0.215,110,0.0325,Dirtiness
2.3222,0.9031,0.0059,210,12,21864,1687,0.3663,99,0.0353,Pastry
2.1644,0.9542,0.0066,146,18,18695,1360,0.4564,118,0.9685,Dirtiness
1.9243,1.1139,0.0096,84,22,9767,1356,0.2532,102,0.2303,Z_Scratch
1.8692,1.0,0.0073,74,10,7043,1687,0.1852,110,0.0236,Pastry
1.8573,0.9542,0.0065,72,13,8123,1360,0.3068,107,0.2482,Pastry
2.5832,1.5185,0.0236,383,95,45269,1356,0.9961,107,0.0355,Other_faults
3.7931,2.1903,0.1114,6176,248,637707,1362,1.0,47,0.0575,Healthy
2.3711,1.0792,0.0089,235,20,24476,1356,0.5362,82,0.879,Z_Scratch
2.1614,1.2041,0.0118,145,28,19116,1362,0.5903,112,0.6259,Healthy
1.2305,0.7782,0.0044,17,6,2240,1360,0.14,113,0.8073,Stains
0.7782,0.7782,0.0044,6,6,718,1358,0.1449,110,0.9269,Stains
2.8149,1.2787,0.0139,617,43,67978,1353,0.9998,89,0.1265,Dirtiness
3.2292,1.4624,0.0213,1695,102,230693,1364,1.0,119,0.0557,Other_faults
2.3979,0.9031,0.0047,247,20,24834,1688,0.4763,89,0.0457,Pastry
2.3766,1.4624,0.0213,238,56,27232,1362,0.7079,111,0.2132,Z_Scratch
3.8236,2.248,0.1303,6664,274,690169,1358,1.0,36,0.0604,K_Scatch
1.7076,1.0792,0.0087,51,16,5111,1387,0.1892,153,0.8277,Healthy
2.143,1.1761,0.0089,139,32,16908,1364,0.3977,92,0.9377,Pastry
2.4314,1.415,0.0192,270,31,46442,1356,0.8355,118,0.4144,Bumps
3.8082,2.2355,0.1267,6454,263,675659,1356,1.0,40,0.0575,K_Scatch
2.8445,1.301,0.0148,699,30,84461,1362,0.9998,113,0.325,Dirtiness
1.4914,0.9542,0.0066,31,11,4606,1356,0.1322,113,0.4897,Stains
2.7259,1.3424,0.0161,536,49,61209,1692,0.9838,101,0.2835,Healthy
2.1614,1.2041,0.0118,145,23,14278,1354,0.3285,85,0.2801,Z_Scratch
2.2095,1.3979,0.0184,162,30,20590,1358,0.5659,118,0.7228,Healthy
2.4232,1.1761,0.011,265,42,30104,1358,0.6559,99,0.2378,Z_Scratch
2.1614,0.9031,0.0047,147,21,13352,1692,0.463,93,0.0308,Healthy
1.5315,0.9542,0.0066,34,9,4108,1358,0.1384,116,0.7385,Stains
1.8692,1.0414,0.0079,74,11,8292,1387,0.2432,93,0.0972,Healthy
2.8176,1.8692,0.0531,703,175,86417,1356,0.9997,103,0.2054,Other_faults
4.0724,2.1987,0.1129,11809,1169,1303229,1400,1.0,39,0.0558,Healthy
1.9395,0.8451,0.0051,83,15,11887,1320,0.2432,107,0.4823,Dirtiness
2.1673,1.2305,0.0103,147,21,14742,1654,0.4219,41,0.0662,Healthy
2.8998,1.2305,0.0102,794,52,86424,1358,0.9987,116,0.1608,Dirtiness
1.8921,1.0414,0.0066,78,13,8605,1690,0.2173,91,0.0826,Bumps
1.2041,0.8451,0.0052,16,7,2015,1360,0.1384,109,0.8838,Stains
2.2718,1.0,0.0074,189,21,19464,1356,0.4763,81,0.0673,Dirtiness
2.3766,1.1461,0.0083,235,24,27349,1698,0.6221,99,0.0366,Healthy
3.8247,2.2355,0.1267,6450,247,686356,1356,1.0,39,0.0604,K_Scatch
2.0569,1.1461,0.0083,114,13,13351,1687,0.5063,120,0.2364,Other_faults
2.5172,1.3424,0.0137,329,38,33217,1687,0.8749,77,0.7814,Other_faults
2.2455,0.9542,0.0066,176,10,17419,1362,0.5362,111,0.0723,Dirtiness
2.7396,1.5185,0.0237,539,98,50867,1356,0.9981,85,0.0931,Z_Scratch
1.6021,0.8451,0.0053,40,8,4557,1358,0.1659,80,0.3338,Stains
1.2041,0.699,0.0037,16,5,2020,1356,0.1322,110,0.1735,Stains
1.3424,0.7782,0.0036,22,6,250,1690,0.1353,99,0.1471,Stains
1.9445,0.9542,0.0053,88,13,10694,1687,0.2253,86,0.025,Pastry
3.3345,2.243,0.1289,2108,269,21634,1354,1.0,61,0.0605,Z_Scratch
1.8325,0.9031,0.0049,68,11,7873,1624,0.2105,112,0.9456,Pastry
2.1239,1.0792,0.0071,133,12,14163,1687,0.2901,92,0.9003,Bumps
2.7604,1.2305,0.0101,574,83,53536,1692,0.9998,82,0.2482,Healthy
2.4969,1.0792,0.0088,313,25,35778,1364,0.8299,111,0.9192,Dirtiness
1.9191,1.2305,0.0125,83,34,10345,1356,0.3419,90,0.3118,Other_faults
2.0414,1.0,0.0074,110,14,18644,1353,0.3068,162,0.3115,Healthy
2.233,1.5185,0.0243,171,59,20658,1360,0.6453,105,0.1621,Z_Scratch
2.5832,1.5185,0.0243,383,68,41476,1360,0.9312,111,0.6763,Healthy
